id,vid,code,aand,titel,text
2008,44018001,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">1 </span>Paulus' plan, bij het verlaten van Athene, was ongetwijfeld om voor het evangelie een ander centrum te grondvesten in Achaje, zoals Thessalonica was voor Macedonië. Korinthe. Een grote handelsstad, was de logische plaats, vanwaar het evangelie naar alle richtingen verspreid kon worden."
2009,44018003,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">3 </span>Toen hij in Thessalonica was, werd hij deels ondersteund door giften uit Filippi, maar nu hield hij zich bezig met het maken van tenten om te voorzien in zijn levensonderhoud.<br><br>Tijdens deze vroege dagen in Korinthe was zijn hart voortdurend bezig met de heiligen van wie hij gescheiden was, in het bijzonder die van Thessalonica. Hij had Timotheüs naar hen toegezonden om hen te grondvesten. Nu, nadat Timotheüs en Silas naar Korinthe kwamen en goed nieuws brachten over hun geloof en liefde, schrijft hij hen een brief. Dit was, zo schijnt het, niet alleen Paulus' eerste brief die zou worden geschreven, maar het eerste deel van de Griekse Schrift dat aan het papier werd toevertrouwd."
2010,44018006,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">6 </span>Zoals gebruikelijk ging Paulus naar de synagoge en sprak daar op de sabbatten, maar hij schijnt Christus niet verkondigd te hebben tot zijn metgezellen kwamen. Toen predikte hij vrijmoedig Jezus als de Messias. Voordeel hebbend van zijn eerdere ervaringen, verlaat hij hen wanneer zij tegenstand bieden en houdt hij zijn bijeenkomsten in een privé huis. Toch worden velen, onder wie de leider van de synagoge, gewonnen voor de Heer. Paulus' taal en symbolische actie bij het terugtrekken voor de Joden, zijn een aanzegging van ongeluk, en stemmen in met wat hij op dat moment over hen schreef (<a class=""l"">1Thess. 2:15-16</a>)."
2011,44018009,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">9 </span>Paulus, bij het schrijven aan de Korinthiërs over deze vroege dagen, vertelde hen dat hij met hen was in zwakte en in vrees, en in veel beven (<a class=""l"">1Kor. 2:3</a>). Daarom ontving hij in de nacht een visioen om hen te bemoedigen. God had veel zondaren in die stad gekozen die door Paulus het evangelie zouden horen en geloven. De tegenstand ontwikkelde zich pas na enige tijd en hij werd toegestaan er anderhalf jaar te werken. Zo legde hij het fundament (<a class=""l"">1Kor. 3:10</a>) voor een van de meest bloeiende ecclesias, die daarna steeds een grote plaats had in zijn hart."
2012,44018012,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">12 </span>De Joden, echter, verkregen voordeel door een verandering van regering, toen Gallio (Annreus Novatus, een broer van Seneca, de filosoof, maar geadopteerd in de familie van Junius Gallio, theoretoricus) proconsul werd. Hij schijnt bijzonder vrijdenkend en tolerant te zijn geweest en weigerde op te treden als rechter in een zaak die de religieuze wet van de Joden betrof. Hij beschouwde zulke zaken geheel buiten zijn macht als Romeinse rechter."
2013,44018016,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">16 </span>De Grieken hadden een grondige hekel aan de Joden en, voordeel halend uit de nederlaag van de Joden, gaven Sosthenes een pak slaag voor de daïs. Dit was uiteraard tegen de wet, maar Gallio verkoos om er aan voorbij te zien. Sosthenes schijnt Crispus vervangen te hebben als leider van de synagoge, toen deze het evangelie geloofde. Het is mogelijk dat ook hij later geloofde, want een broeder met zijn naam wordt in Paulus' eerste brief genoemd (<a class=""l"">1Kor. 1:1</a>)."
2014,44018017,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">17 </span>In Filippi had de apostel alle schuld afgewenteld op de officieren. Nu brengt de Heer hier het geweld en schande op de Joden die ze hoopten op de apostel te leggen. Zijn belofte dat Paulus niet gekwetst zou worden wordt trouw nageleefd. De tegenstanders hadden eerder het evangelie geholpen dan gehinderd."
2015,44018018,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">18 </span>Het afleggen van een belofte ging niet buiten de wet om, maar het was geheel vrijwillig van de kant van hen die deze op zich namen. Zo'n persoon was afgescheiden voor God en mocht de doden niet aanraken, hoe nauw de lichamelijke band ook was. Zo werd Paulus, op dit moment, afgescheiden van de stervende natie Israël (Num. 6).<br><br>Misschien was Paulus' verlossing van de Joden in Korinthe wel de aanleiding voor deze belofte. Als een verdere aanwijzing van zijn afscheiding van de afvallige natie komt het overeen met zijn actie aan het begin van zijn bediening in Korinthe door het zich afscheiden van de ongelovige Joden en het met het evangelie gaan naar de natiën. We hebben geen verslag van zijn vrijlaten van de belofte, want hij <i>knipte</i> zijn haar alleen in Cenchrea. Om het te beëindigen had naar Jeruzalem moeten gaan om daar zijn hoofd te <i>scheren</i>. Daarom is, in geest, zijn bediening die van een Nazareër, zonder de vreugde die het komen van het koninkrijk kenmerkt en met de zwakte en schaamte die door het lange haar wordt verondersteld."
2016,44018022,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">22 </span>Het is duidelijk dat Antiochië Jeruzalem had vervangen als centrum van het evangelie. Vanuit dit punt begint hij zijn derde zendingsreis. Eerst volgt hij de voetstappen van zijn eerdere reis, maar nu wordt hem toegestaan de provincie Asia binnen te gaan."
2018,44018024,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">24 </span>Apollos' kennis schijnt beperkt te zijn geweest tot die Hebreeuwse Schriftdelen die in het Grieks waren vertaald in zijn geboortestad, Alexandrië in Egypte, en tot de bediening van Johannes de Doper."
2019,44018026,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">28 </span>Apollos' onwetendheid over de bediening van de Heer en Zijn twaalf apostelen maakte het voor hem makkelijker de waarheid te ontvangen die door Paulus werd verkondigd, zodat hij een grote hulp werd voor de heiligen in Korinthe, en ook een vurige en krachtige exponent van de oude Schrift over de Messias. Wat Paulus plantte, bewaterde Apollos. Hij bouwde op het fundament van Paulus (<a class=""l"">1Kor. 3:6,10</a>). De Korinthiërs maakten hem tot hoofd van een van hun schismas (<a class=""l"">1Kor. 1:12</a>). Hij ging voort in gemeenschap met de apostel tot het einde (<a class=""l"">Tit. 3:13</a>). Het is niet aannemelijk dat hij een welbespraakt man was, want het woord dat wordt gebruikt duidt wetenschap aan  en niet zozeer welsprekendheid, en de combinatie van beide is zeldzaam. Superioriteit van spreken is niet nodig in de verkondiging van het evangelie. Het is niet in woorden, maar in kracht (<a class=""l"">1Kor. 2:1,4</a>)."
2022,44019001,CC CK,Concordant Commentaar op het NT,,"<span class=""h""> 1</span><br><br>Paulus gaat via een omweg naar Efeze, aan die van Kolossen en Laodicea voorbij gaand (<a class=""l"">Kol. 2:1</a>), die in het vlees nooit zijn gezicht zagen."
2023,44019002,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">2 </span>Deze discipelen, zoals Apollos, schenen niets van de bediening van de Heer en de twaalf apostelen te weten, noch van de gaven van de heilige Geest, die pas na de hemelvaart van onze Heer werden gegeven. Zij bezaten geen van deze gaven en hadden er zelfs niet van gehoord. Johannes' doop was voor die zich bekeerden, om een volk voor te bereiden voor de Messias, Die na hem zou komen, Die in heilige Geest zou dopen."
2024,44019005,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">5 </span>Dit vers wordt gewoonlijk genomen om de werken van de twaalf discipelen aan te geven, en niet Paulus' verklaring over hen die Johannes de Doper hoorden. Maar de verandering in de tijd van het werkwoord is tegen zo'n weergave. Paulus gebruikt het onbepaalde ""doopt"" (:4), ""hoort"" (:5), ""zijn gedoopt"" voor de daden van Johannes en hen die hij doopte, maar het wordt veranderd naar het tegenwoordige ""worden ... gedoopt"" wanneer er gesproken wordt over Paulus' daden, en naar de verleden tijd wanneer er gesproken over de gevolgen daarvan. Dit is niet zo duidelijk in de Engelse [en Nederlandse; vert.] vertaling als in het Grieks, maar veronderstelt dat de apostel zijn gebruikelijke koers volgde, want Christus had hem niet gezonden om te dopen, maar om het evangelie te verkondigen (<a class=""l"">1Kor. 1:17</a>). De gaven volgden op het opleggen van zijn handen, niet op hun doop."
2026,44019008,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">8 </span>Nogmaals volgt Paulus zijn gebruikelijke plan van het verkondigen van Christus in de synagoge van de belangrijkste stad van een provincie."
2027,44019009,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">9 </span>In Efeze wonnen het voorgaande bezoek van de apostel en het getuigenis van Apollos, alsook zijn eigen vrijmoedige verkondiging in de synagoge, vele aanhangers onder de Joden, zodat in dit geval het niet <i<enkelen< i=""""> waren die geloofden, maar dat het <i>enkelen</i> waren die <i>tegenstonden.</i> Na drie maanden komen zaken tot een crisis en verlaat Paulus de synagoge en brengt hij de gelovige discipelen met zich mee, zijn hoofdkwartier vestigend in de school van Tyrannus, waar hij dagelijks uitleg geeft. Hiernaast, terwijl hij denkt aan de oudsten bij zijn aandoenlijke afscheid in Milete, onderhield hij zichzelf door zijn eigen handen (<a class=""l"">20:34</a>), mogelijk werkend in zijn eigen val bij Aquilla en Priscilla, rondgaand  langs de huizen en ook openbaar predikend (<a class=""l"">20:20</a>), en velen genezend van ziekten en boze geesten uitwerpend.</i<enkelen<>"
2028,44019013,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">13 </span>De Joden waren zo diep gevallen dat velen van hen heksen en tovenaars werden, die spreuken gebruikten bij hun pogingen om boze geesten te overwinnen. Ondervindend dat Paulus' formule zo effectief was, aarzelden ze niet de naam van de Heer te misbruiken door die in hun exorcismes toe te passen. Maar de boze geesten werden door dit middel niet misleid, zoals ze zonen van Sceva tot hun verdriet ondervonden."
2029,44019015,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">15 </span>De geestelijke neiging van Paulus' bediening en zijn gezag over de geestenwereld wordt hier voor ons benadrukt door een van de geesten zelf. Het speciale woord dat door Paulus wordt gebruikt is een zeer krachtige term, die aangeeft dat zij hem zeer goed kenden. Maar zij weigerden hen te erkennen die niet de Messias als hun Redder en Meester hadden, maar toch dachten voordeel te kunnen halen uit Zijn Naam en kracht. Doorheen Paulus loopbaan komt hij steeds dichter bij de geestelijke krachten, totdat, in zijn laatste bediening, hij alleen hen erkende als het echte doel van de aanval (<a class=""l"">Efe. 6:12</a>)."
2030,44019017,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">17 </span>Dit incident heeft een duidelijk effect op hen die zulke praktijken uitoefenden. De demonen die zij vreesden hadden zowel de Heer als Zijn dienaar erkend als waardig voor hun gehoorzaamheid. Het is dan ook geen wonder dat zij vol van vrees waren en de Here Jezus groot maakten."
2031,44019018,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">18 </span>Vele gelovigen hielden nog steeds vast aan hun oude praktijken, maar toen ze zagen dat de Heer groter was dan de demonen die zij vreesden, verlieten ze hun valse kunsten. Ze gaven de rollen op die hen onderwezen en verbrandden ze, bijna tien duizend dollar in waarde."
2032,44019021,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">21 </span>De woorden ""Toen nu deze dingen vervuld* waren"" markeren de centrale crisis in Paulus' bediening. We hebben Jeruzalem al lang geleden verlaten. Antiochië had de plaats gekregen als basis voor zijn zendingsreizen, en zijn correspondentie was verbonden met Korinthe, maar nu kijken we vooruit, naar Rome. In brieven die op dit kruispunt werden geschreven, verklaart Paulus dat hij het evangelie van Christus volledig had gepredikt in deze streken (<a class=""l"">Rom. 15:19</a>) en dat er een verandering zal komen in zijn bediening, in het bijzonder in het evangelie dat hij aan het verkondigen was. Hij was bezig geweest met het verkondigen van Christus als Israëls Messias, ""naar het vlees"", maar vanaf nu zou hij dat niet meer doen. Hij wilde niemand kennen naar het vlees. Hij zou de verzoening prediken, die het onderscheid tussen de Besnijdenis en de Onbesnedenheid wegdoet (<a class=""l"">2Kor. 5:14-21</a>; <a class=""l"">Rom. 5:12-21</a>). Zijn evangelie aan de natiën was gebaseerd geweest op de belofte aan Abraham, dat alle natiën van de aarde door zijn Zaad gezegend zouden worden. Nu predikt hij aan heel de mensheid vanwege een gezamenlijke afstamming van Adam. Aangezien deze bediening niet overeenkomt met het koninkrijk voor Israël, wat het onderwerp van Handelingen is, wordt het in deze rol niet erkend.<br><br>De bediening van de apostel in de synagogen loopt op z'n einde, want de Joden onder de natiën hebben hun Messias verworpen, precies als zij die in het land zijn dat hadden gedaan. Alles was overblijft is zijn getuigenis voor koningen en in Rome.<br><br>Efeze was het religieuze centrum zoals Rome het politieke centrum van de wereld was. Paulus gaf daar een groter deel van zijn bediening aan de kerk dan aan welke andere dan ook."
2033,44019023,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">23 </span>De onrust in Efeze werd zonder twijfel veroorzaakt door de tegenstand van de boze geesten, of demonen, die de echte voorwerpen van aanbidding zijn in afgoderij. Het diende ook Gods werk, want de bediening van de apostel was bij een crisis aangekomen, die vereiste dat hij Efeze moest verlaten."
2034,44019024,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">24 </span>Het drijvende motief van Demetrius en zijn mede handswerklieden was het verlies van handel, net als in het geval van de Pythones in Filippi. Geld beweegt de natiën.<br><br>Het was een oude gewoonte om draagbare beelden of afgodsbeelden te gebruiken, die gevormd waren naar vereerde tempels of andere voorwerpen van aanbidding. Ze werden voor verschillende doelen gebruikt, als huisgoden of voor religieuze processies, of zelfs op reis of tijdens militaire expedities. Sommige waren van hout, andere van goud of zilver. Men kan eenvoudig zien hoe een winstgevende handel in zulke beelden kon ontstaan in Efeze, want de tempel van Diana was wereldberoemd. Aanbidders van ver weg zouden een altaartje willen hebben om mee te nemen naar hun huizen.<br><br>De reden waarom altaren of tempels van Diana werden gemaakt, en niet zozeer beelden van de godin, kan liggen in het feit dat de tempel buitengewoon mooi was, terwijl het beeld nogal ruw was. Het was niet een beeld van Diana de jager, dat het karakter is waarin ze nu wordt gepresenteerd, maar een veelborstige vrouwenfiguur van boven en een vormeloos blok er onder, uitgesneden uit hout. Toch was ze een voorwerp van de meest fanatieke verering."
2035,44019033,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">33 </span>Deze Alexander kan die koperslager zijn die de apostel veel kwaad had berokkend (<a class=""l"">2Tim. 4:14</a>). Als dat zo is, dan toont het hoe schaamteloos ver de Joden gingen in hun haat tegen Paulus. Ze zouden niet in deze zaak verwikkeld willen raken, hoewel het zeer bekend was dat ook zij tegen afgoderij waren. Indien dit de koperslager was, kan hij enige invloed hebben gehad onder de handwerkslieden van hetzelfde beroep, en zou hij zijn mede-landgenoten willen vrijwaren van enige band met Paulus. Maar de bende wist dat hij een Jood was en de bende was niet in de stemming om iemand te tolereren die niet een aanbidder van hun godin was."
2036,44019035,CC CK,Concordant Commentaar op het NT,,"<span class=""h""> 35</span><br><br>Het zijn van onderhoudsman of koster van een tempel van de een of andere grote godheid werd in de steden van de oude wereld tot een hoge eer beschouwd.<br><br>De schrijver wordt bij dezelfde naam genoemd als de welbekende klasse onder de Joden. Hij was een hoge stadsbestuurder, en, in zijn geval, een man van tact en oordeel. Hij doet bij hen een beroep op hun zwakste punt en kalmeert hen voordat hij de ongegrondheid en het gevaar van hun dwaze opstand laat zien."
2037,44019038,CC CK,Concordant Commentaar op het NT,,"<span class=""h""> 38</span><br><br>Na hen getoond te hebben dat de mannen, die zij naar het theater hadden geleid, niet schuldig waren aan een openlijke daad tegen de tempel of hun godin, herinnert hij hen er aan dat er wettelijke middelen waren voor het herstellen van enig kwaad dat zij begaan zouden hebben."
2038,44019039,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">39 </span>We hebben hier doelbewust aan de weergave met ""ecclesia "" vastgehouden, want het geeft ons een juist idee van de betekenis in het gewone Grieks. Het was een stadsraad waarvoor een zaak als deze gebracht kon worden om die te vast te leggen. Een uitgekozen deel van de bevolking die voor publieke zaken werd bijeengeroepen werd zo genoemd."
2039,44019041,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">40 </span>De Romeinen wilden een wanordelijke bijeenkomst niet tolereren, en zouden al spoedig vrijheden en voorrechten die aan een stad waren gegeven terugnemen, als de wanorde niet snel werd onderdrukt. Dus grijpt God in om Paulus te verlossen van ""zo'n grote dood"", ook al spanden de geestelijke krachten van het kwaad, de hebzuchtige bende, en de Joden tegen hem samen. Net als in Korinthe gebruikt Hij de macht van Rome om hem te beschermen tegen valse broeders en fanatieke afgodendienaren die geleid werden door geestelijke vijanden."
2042,44020001,CC CK,Concordant Commentaar op het NT,,"<span class=""h""> 1</span><br><br>Tijdens Paulus' verblijf in Efeze schreef hij de twee brieven aan de Korinthiërs. Daarin vinden we een volledig verslag van veel dat buiten het bereik van Handelingen ligt. Ze traceren de geleidelijke verandering die over zijn onderwijs komt, want zijn bediening ging van ""heerlijkheid tot heerlijkheid"" (<a class=""l"">2Kor. 3:18</a>). Omdat ze verbonden was met het koninkrijk, lijkt zijn bediening te falen, net als die van de twaalf. Dit is wat is vastgelegd in Handelingen. Maar omdat ze verbonden was het geheim dat niet publiek bekend was gemaakt tot na zijn laatste beroep op de Joden in Rome, steeg zijn bediening in geleidelijke stappen tot de hoogten van Efezische waarheid."
2043,44020002,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">2 </span>Terwijl hij in Korinthe was schreef hij de brief aan de Galaten en die aan de Romeinen. Zo schreef hij binnen een paar maanden alle voorbereidende brieven, tijdens de centrale crisis van zijn bediening, na zijn besluit het vlees niet langer een plaats te geven."
2044,44020006,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">6 </span>Lukas schijnt zich op dit punt weer bij de apostel te hebben gevoegd, want nu gebruikt hij het voornaamwoord <i>wij</i>."
2045,44020007,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">7 </span>Bij Paulus' eerste bezoek aan Troas deed het visioen van de man uit Macedonië hem zonder uitstel verder gaan. De deur was gesloten (<a class=""l"">16:8,9</a>). Bij zijn tweede bezoek was de deur geopend, in de Heer, maar omdat hij geen rust had in zijn geest vanwege de afwezigheid van Titus, vertrok hij opnieuw naar Macedonië (<a class=""l"">2Kor. 2:12,13</a>). Ondanks dit schijnt een aanzienlijk aantal te hebben geloofd. Zich bewust dat hij ze waarschijnlijk nooit meer zou zien, treuzelt Paulus was en verlengt hij zijn afscheidstoespraak."
2046,44020009,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">9 </span>Er is een tegenstelling en ook een overeenkomst tussen de wonderen die door Petrus en Paulus werden verricht. Petrus bracht Dorcas terug tot leven zoals Paulus Eutychus opwekte. Veel nadruk wordt gelegd op de goede werken die zij deed en het geven van aalmoezen. Bij Eutychus wordt niets van deze opgeschreven. Ja, hij was niet voldoende bij zinnen om wakker te blijven toen de apostel aan het preken was. Zijn dit niet de typen van de opstanding van Israël en van de ecclesia die het Lichaam van Christus is? Die van de eerdere opstanding (<a class=""l"">Openb. 20:4,5</a>) hebben zowel gewerkt als geloofd, en hun opstanding is, in mate, <i>verdiend</i>. Maar de heiligen van de huidige bedeling van genade zijn  als Eutychus. Paulus' preken slaagt er niet in hen wakker te houden. Ze dommelen en ze verdienen het niet. Toch is de allesoverstijging van genade zo groot, dat, in de geheime opstanding (<a class=""l"">1Kor. 15:51</a>) die rond deze tijd door de apostel Paulus wordt onthuld, verdienste geen plaats heeft, want wij zullen samen met Hem leven, of we nu wakker zijn of dommelen (<a class=""l"">1Thess. 5:10</a>)."
2047,44020013,CC CK,Concordant Commentaar op het NT,,"<span class=""h""> 13</span><br><br>We mogen in zijn daden iets zien van de zware zorg in het hart van de apostel. Omwille van een paar meer uren in Troas, wandelde hij ruim dertig kilometer, na het grootste deel van de nacht te hebben gepreekt. Hij wilde zichzelf niet aan Efeze toevertrouwen, anders zou hij daar blijven hangen en niet zijn doelstelling halen om met Pinksteren in Jeruzalem te zijn. Toch kon hij er niet aan voorbij varen zonder tenminste een afscheidswoord te zeggen tot de oudsten van de ecclesia waarvan hij zo was gaan houden. Het wordt meer en meer duidelijk dat het nieuwe begin in zijn bediening het ophouden inhield van zijn eigen lichamelijke aanwezigheid bij de ecclesias. Het moest in ware geestelijke gecommuniceerd worden door middel van brieven.<br><br>We moeten ons herinneren dat Paulus' bediening voortdurend veranderde. Omdat de afvalligheid van de Joden steeds voortging, werd het evangelie van het koninkrijk steeds minder uitgesproken en werd aan hem een geheim toevertrouwd, dat, afhankelijk van Israëls falen, niet publiekelijk bekend kon worden gemaakt totdat Israël terzijde was gezet. Daarom is er een grote kloof tussen deze toespraak en de Efezebrief, die hij aan hen schreef toen hij een paar jaren later in Rome was. Zijn loopbaan was op dit moment nog onvolledig. Schrijvend aan de Korinthiërs, korte tijd daarvoor, zegt hij dat de heiligen nog in de periode van onvolwassenheid waren en dat volwassenheid, of perfectie, nog niet was verkregen (<a class=""l"">1Kor. 13:9-12</a>)."
2048,44020021,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">21 </span>Bekering had z'n plaats in Paulus' prediking toen hij nog het koninkrijk verkondigde. Het was verbonden met vergeving. Vanaf nu verkondigt hij deze niet langer, maar leert hij rechtvaardiging en verzoening door geloof alleen, zoals uiteengezet in zijn brieven aan de Romeinen, Korinthiërs en Galaten, die niet lang voor deze laatste ontmoeting met de Efezische oudsten werden geschreven. De roep om bekering wordt zeer vaak aan het verbondsvolk gedaan, met gewoonlijk als doel om het komende oordeel te ontlopen."
2049,44020022,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">22 </span>Paulus had een uitgesproken overtuiging dat het Gods wil was dat hij naar Jeruzalem zou gaan en dan naar Rome. De verdere aanwijzing van de geest dat banden en droefheden hem wachtten, deden hem niet terugdeinzen. Het onderscheiden karakter van zijn bediening is te zien door hem met Petrus te vergelijken, die Jeruzalem verliet nadat hij van banden was verlost. Paulus gaat naar Jeruzalem toe, zich wel bewust dat zijn lichamelijk gestel onder spanning zou komen te staan. Dit komt nauw overeen met de verandering die zijn bediening aan het ondergaan was. Het koninkrijk en de lichamelijke zegeningen liepen snel terug en geestelijke genadegaven namen hun plaats in. Vanaf dan is Paulus' lichamelijke omgeving een uitdrukking van de waarheid die bij bedient."
2051,44020027,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">27 </span>De <i>raad</i> van God over het koninkrijk, zoals onthuld in de Hebreeuwse Schrift, moet niet verward worden met het nog steeds geheime doel van God, dat de apostel pas aan de Efeziërs bekend maakte na zijn aankomst in Rome. Zie <a class=""l"">Efeze 1:9</a>; <a class=""l"">3:1-9</a>, en <a class=""l"">Kolossenzen 1:25-27</a>."
2052,44020028,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">28 </span>De leiding in Efeze schijnt in handen te zijn geweest van een aantal opzichters, die voor hen zorgden zoals een herder zorgt voor zijn kudde. Geen van de ecclesiastale regelingen van latere dagen was aanwezig."
2053,44020029,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">29 </span>De apostel tekent een donker beeld van de afval. Wolven van buitenaf zouden binnen komen. Van deze wordt gesproken als ""zwaar"" en verwijst mogelijk naar hen die binnen kwamen om te nemen en niet om te geven. Maar nog erger was de afval binnenin. In Korinthe zien we de bereidheid waarmee de discipelen een leider volgden, zelfs wanneer de leider een gevolg afwees. In Efeze begon het destructieve werk van hen die zichzelf aanstellen als de hoofden van groepen of afdelingen. Hadden ze gehandeld zoals Paulus deed met de Korinthiërs, dan zou de breuk geheeld kunnen zijn. Maar omdat ze liever een persoon volgden, leidde het tot de veelvuldige verdeling van vandaag."
2054,44020031,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">31 </span>Paulus' tranen werden veroorzaakt door de vrees dat ze zich zouden afkeren van zijn evangelie, zoals ze uiteindelijk deden (<a class=""l"">2Tim. 1:15</a>)."
2055,44020032,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">32 </span>""God en het woord van Zijn genade"" betekent veel meer voor ons dan het mogelijk betekend kan hebben voor de Efezische oudsten in Milete.<br><br>De rijkste voorraadkamer van Zijn genade was nog niet geopend. De brief aan de Efeziërs was nog niet geschreven. Toch verwees Paulus ongetwijfeld naar deze latere onthullingen en vertrouwde ze toe aan die verdere onthulling, die hem op dat moment nog niet was toegestaan te uiten (<a class=""l"">2kor. 12:4</a>). God en het woord van Zijn genade zijn ons enige, maar afdoende, toevlucht in de huidige afval."
2056,44020033,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">33 </span>Omdat Priscilla en Aquilla in Efeze waren, is het waarschijnlijk dat Paulus bij hen werkte voor zijn levensonderhoud, zoals hij had gedaan in Korinthe. Wat een prachtig voorbeeld van zelf-opoffering heeft hij achtergelaten! Hoe enorm ook de geestelijke weelde was die hij aan Efeze bracht, hij nam niet eens de magere beloning die nodig was voor zijn onderhoud."
2057,44020037,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">37 </span>De aanleiding voor hun meest scherpe verdriet was het teken van hun grootste voordeel. Ze stonden op het punt een ondergeschikte plaats aan Israëls tafel in te ruilen voor ""alle geestelijke zegen te midden van de hemelingen"" (<a class=""l"">Efe. 1:3</a>). Paulus gezicht mag dan uit zicht raken op aarde, het was een symptoom van een hogere en grotere gemeenschap in de hemel."
2060,44021001,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">1 </span>Het gezelschap maakte een snelle reis. De verschillende termen; ""recht rennend,"" ""van wal gestoken,"" en ""weggetrokken"" doen denken dat ze voor de wind zeilden, die in die tijd van het jaar uit het noord-westen waait."
2061,44021004,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">4 </span>We kunnen deze uitspraak ""zeiden die tegen <sup>dg</sup>Paulus door de geest, niet aan boord te gaan naar Jeruzalem"" niet zien als een verhindering door de Geest van God, want Paulus handelde nauwkeurig naar de aanwijzingen van de geest. Zij wisten veeleer, door de geest, wat Paulus stond te wachten in Jeruzalem, en zij, net als alle discipelen, verlangden er naar hem deze beproevingen en lijden te besparen die zeker zijn lot zouden zijn als hij volhardde in zijn doelstelling om naar Jeruzalem te gaan. Maar Paulus volgde de Geest en het gedrag van zijn Meester na, Die Zijn gezicht richtte om naar Jeruzalem te gaan, ook al was Hij Zich wel bewust van alle schaamte en lijden die Hem in die stad zouden overkomen. In plaats van Paulus de schuld te geven voor zijn volharding, kunnen we ons beter verwonderen over de standvastigheid van zijn doelstelling en onwankelbare moed, niet alleen met het oog op de beproevingen die voor hem lagen, maar de overlast van zijn lieve vrienden, die gedwongen werden in te zien dat zijn standvastig gedrag voortkwam uit een steeds helderder waarnemen van de wil van de Meester, en zo berustten (:14)."
2062,44021006,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">6 </span>Wat een demonstraties van aanhankelijkheid zien we hier, toen de apostel even stopte om vaarwel te zeggen! Het gezelschap volgend met de vrouwen en kinderen tot zo ver als het strand, worden ze, na gebed, van elkaar gescheiden. Paulus won zeker vele harten die niet de gevaren konden bedenken die hem te wachten stonden!"
2063,44021008,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">8 </span>Meer dan twintig jaren zijn voorbij gegaan sinds Filippus, de evangelist, na zijn ontmoeting met de Ethiopische eunuch, achter gelaten werd in Caesarea (<a class=""l"">8:40</a>). Of hij daar sinds die tijd verbleef, of dat hij daar zijn hoofdkwartier had, wordt niet duidelijk, al schijnt hij nu daar een vaste verblijfplaats te hebben. Zijn taken als een van de zeven schijnen hem niet in Jeruzalem te hebben gehouden."
2064,44021009,CC CK,Concordant Commentaar op het NT,,"<span class=""h"">9 </span>We worden niet geïnformeerd of de dochters van Filippus hun waarschuwingen toevoegden aan de rest, maar er schijnt geen aanleiding te zijn om hun gift hier te vermelden, tenzij ook zij het woord van de anderen bevestigden."
