id,vid,tekst,type
463,47011021,"<div><b>Naar oneer zeg ik dit, alsof wij zwak geweest zijn</b> – Met veel ironie belijdt Paulus tot zijn eigen ""oneer"" dat zij te zwak geweest zijn om zo overheersend en vernederend met de Korintiërs om te gaan. Elders werd hij van zwakheid beschuldigd, zie <a class=""l"">10:10</a>, en daar komt hij hier op terug.&nbsp;</div><div><br></div><div>Nu, in antwoord op het roemen van zijn tegenstanders, zal ook hij, in <b>onbezonnenheid</b>, het <b>durven</b> te roemen. Maar wederom met veel ironie: hij roemt niet in zijn kracht, maar in zijn zwakte (<a class=""l"">12:10</a>).</div>",3
464,47011022,"<div>Hier beginnen we wat te zien van de dingen waar Paulus zijn tegenstanders zich op beroemden. Allereerst hechtten zij blijkbaar veel waarde aan hun afkomst en het volk waar ze toe behoorden. Zij voelden zich verheven boven de natiën, wellicht zelfs boven Paulus die uit Tarsus kwam, terwijl zij uit Judea kwamen.</div><div><br></div><div>Hun roemen over hun volk en afkomst wordt in drie termen weergegeven. In geen van de drie doet Paulus voor hen onder. Allereerst roemden ze erop dat ze <b>Hebreeërs</b> waren. Dit woord, <a class=""ghw"" name=""G_l_2253"" contenteditable=""false""><span class=""ncv-GH""><span class=""translit"">hebraion</span><span class=""Greek"">εβραιον</span></span></a>, wordt gebruikt als etnische aanduiding van het volk. Mogelijk maakt het onderscheid tussen hen en de hellenisten (zie <a class=""l"">Hand 6:1</a>), die wel van Joodse afkomst waren maar de Griekse cultuur hadden overgenomen (al is dat in deze context minder waarschijnlijk, omdat zijn tegenstanders mogelijk hellenistisch waren, zie voetnoot bij <a class=""dl"" name=""VOETNOTEN_47011004"" contenteditable=""false"">2Kor 11:4</a>). Ook wordt wel gesuggereerd dat het onderscheid maakt tussen hen die nog Hebreeuws konden spreken en wie niet. In alle gevallen is ook Paulus een Hebreeër, al zou beweerd kunnen worden dat hij voor de Grieken als Griek is gaan leven (<a class=""l"">1Kor 9:20-21</a>). Zij waren ook&nbsp;<b>Israëlieten</b>. Dit is meer een godsdienstige aanduiding, en spreekt van hun deelname aan het volk waar God een verbond mee sloot (vgl.&nbsp;<a class=""l"">Rom 9:4,6</a>; <a class=""l"">11:1</a>). Als laatste duidt <b>zaad van Abraham</b> op de deelname aan de beloften aan en het <a class=""mw"">geloof</a> van Abraham (<a class=""l"">Gal 3:7,16</a>).</div>",3
465,47011023,"<div><b>Dienaren van Christus zijn zij?</b> – Na te hebben geroemd op hun afkomst is hun volgende claim dat ze dienaren van Christus zijn. Zij hebben hiervoor echter andere kwalificaties voor ogen dan Paulus. Waar zij hem ongeschikt achtten door onder meer zijn milde houding, verachtelijk spreken (<a class=""l"">10:10</a>) en schijnbaar lichtvaardig handelen (<a class=""l"">1:17</a>), laat Paulus hier zien wat pas echt een dienaar van Christus kwalificeert: ontbering en lijden. Zie ook de voetnoot bij <a class=""dl"" name=""VOETNOTEN_47006004"" contenteditable=""false"">2Kor 6:4</a>. Wat volgt is een opsomming van wat hij heeft moeten doorstaan, een lijst vergelijkbaar met wat we vinden in &nbsp;<a class=""l"">6:4-5</a> en <a class=""l"">4:8-9</a>. Omdat hij dit vergeleken met hen <b>overvloedig</b> en <b>bovenmatig</b> had meegemaakt, zegt hij: <b>Boven hen ben ik dat</b>! (verg. <a class=""l"">12:11</a>). Maar zoals hij eerder al gezegd had is zijn vergelijken met hen <b>onzinnig</b>, zeker omdat hij daarmee in gaat op hun claim dat ook zij dienaren van Christus te zijn. Eerder had Paulus hun al bestempeld als bedrieglijke werkers, valse apostelen en dienaren van satan (vers 13-15).</div>",4
466,47011023,"<div><b>Overvloediger in moeiten</b> – vers 27; <a class=""l"">6:5</a>;&nbsp;<a class=""l"">1Kor 15:10</a>; <a class=""l"">1Thes 2:9</a>; <a class=""l"">2Thes 3:8</a>;</div><div><b>overvloediger in gevangenissen</b> – <a class=""l"">6:5</a>;&nbsp;<a class=""l"">Hand 16:23-39</a> is de enige vermelde gevangenschap in de tijd voor deze brief, maar er zijn er dus meer geweest.</div><div><b>bovenmatig in slagen</b> – vers 24-25; <a class=""l"">6:5</a>;&nbsp;<a class=""l"">Hand 16:22,23</a>;</div><div><b>vaak in doodsgevaren</b> – <a class=""l"">1:8-9</a>; <a class=""l"">4:11</a>; <a class=""l"">Hand 9:23,29</a>; <a class=""l"">14:19</a>; <a class=""l"">Rom 8:36</a>; <a class=""l"">1Kor 15:31-32</a>;&nbsp;</div><div><br></div>",5
467,47011024,"<div>Deze straf van 39 slagen is ontleend aan <a class=""l"">Deut 25:3</a>, waar we lezen dat een veroordeelde niet meer dan 40 slagen mocht ontvangen. Op basis hierop schreven de Rabbijnen 39 slagen voor, zodat wanneer iemand een fout maakte met tellen en een slag te veel gaf, hij niet de wet zou overtreden. Uit de Mishna, een Rabbijns geschrift uit de 2e eeuw na Christus, leren we meer over deze straf. Daar is te lezen dat de slagen werden gegeven met een leren riem met vier uiteinden, en dat een derde op de borst en twee derde op de rug gegeven werden. En tijdens de slagen werd door een van de rechters <a class=""l"">Deut 28:58</a> en verder en <a class=""l"">Psalm 78:38</a> voorgelezen. Of dit allemaal ook al zo in de tijd van Paulus was is onbekend.</div>",2
468,47011024,"<div>In het boek handelingen vinden we weinig van de hier door Paulus genoemde ontberingen terug. Van de gevangenschappen waar Paulus in vers 23 naar verwijst noemt Handelingen er maar één die voor deze brief heeft plaatsgevonden. Er is geen verslag van de in dit vers genoemde Joodse geselingen. Van de Romeinse geseling met de roede in het volgende vers lezen we alleen een geval in Filippi, in <a class=""l"">Hand 16:22-23</a>. De steniging vinden we wel terug, dat was in Lystra, te lezen in <a class=""l"">Hand 14:19</a>. Geen van de schipbreuken waar Paulus naar verwijst zijn opgetekend, want de enige in Handelingen gebeurt jaren na het schrijven van deze brief. Zo is het duidelijk dat in het verslag van Handelingen niet alle handelingen en ontberingen van Paulus zijn opgetekend.</div>",4
470,47011025,"<div><b>moeras</b> – De meeste andere vertalingen en uitleggen hebben hier ""in open zee"". Het woord hier, <a class=""ghw"" name=""G_l_988"" contenteditable=""false""><span class=""ncv-GH""><span class=""translit"">buthos</span><span class=""Greek"">βυθος</span></span></a>, is verwant aan <a class=""ghw"" name=""G_l_885"" contenteditable=""false""><span class=""ncv-GH""><span class=""translit"">bathos</span><span class=""Greek"">βαθος</span></span></a>, <i>diepte</i>, maar wordt dan voornamelijk gebruik voor water en zee. Aangezien de zee vooral diep is ver uit het land, zouden wij dat inderdaad weergeven als ""open zee"".&nbsp;</div><div><br></div><div>De vertaling moeras komt voort uit het bredere gebruik van de woordfamilie. In oudere Griekse teksten kon <a class=""ghw"" name=""G_l_885"" contenteditable=""false""><span class=""ncv-GH""><span class=""translit"">bathos</span><span class=""Greek"">βαθος</span></span></a> ook gebruikt worden om te verwijzen naar een brede kust of een dichtbegroeid bos. Samen met de betekenis van verzinken of zinken dat we in het verwante werkwoord vinden, <a class=""ghw"" name=""G_l_987"" contenteditable=""false""><span class=""ncv-GH""><span class=""translit"">buthizō</span><span class=""Greek"">βυθιζω</span></span></a>, kan wellicht gedacht worden aan moeras. In andere Griekse teksten is deze betekenis echter niet goed bevestigd, dus wellicht is er meer te zeggen voor <i>open zee</i>. In beide gevallen duurde het voor Paulus na een schipbreuk een etmaal voordat hij uit het water kon komen.</div>",1
469,47011025,"<div><b>Driemaal werd ik met de roede geslagen</b> – <a class=""l"">Hand 16:22-23</a>;</div><div><b>eenmaal werd ik gestenigd</b> – <a class=""l"">Hand 14:19</a>; zie mogelijk <a class=""l"">2Kor 12:1-4</a>, zie voetnoot bij&nbsp;<a class=""dl"" name=""VOETNOTEN_47012001"" contenteditable=""false"">2Kor 12:1</a>;</div>",5
471,47011026,"<div>Nu volgt een opsomming van alle gevaren die hij in zijn <b>reizen</b> onderweg kon tegenkomen. Reizen bracht in zijn tijd veel gevaar met zich mee, zeker voor iemand als Paulus die zonder begeleiding en ongewapend op pad ging. <b>Rovers</b> waren onder het Romeinse bestuur weliswaar aanzienlijk teruggebracht, in bergachtige gebieden kwamen ze nog zeker voor (verg. <a class=""l"">Luk 10:30</a>). En in natte seizoenen konden <b>rivieren</b> makkelijk buiten hun oevers treden en mensen in hun stroom meesleuren. Maar gevaarlijker dan de rovers, hen <b>uit de natiën</b> en de gevaren uit de natuur onderweg of onvoorspelbaar weer waren zij die uit zijn eigen geslacht waren, die hem meerdere malen probeerden te doden en zich zelfs als <b>valse broeders</b> in zijn gemeenten begaven.</div>",3
472,47011026,"<div><b>gevaren uit mijn geslacht</b> – <a class=""l"">Hand 9:23,29</a>; <a class=""l"">13:45,50</a>; <a class=""l"">14:2,5,19</a>; <a class=""l"">17:5,13</a>; <a class=""l"">18:12</a>;</div><div><b>gevaren uit de natiën</b> – <a class=""l"">Hand 14:5</a>; <a class=""l"">16:19-22</a>; <a class=""l"">19:23-40</a>;</div><div><b>gevaren onder valse broeders</b> – <a class=""l"">Gal 2:4</a>; verg. <a class=""l"">2Kor 11:13</a>.</div>",5
473,47011027,"<div><b>in moeite en inspanning</b> – zie <a class=""dl"" name=""VOETNOTEN_47011023"" contenteditable=""false"">2Kor 11:23</a>.</div><div><b>vaak in waakzaamheid</b> – zie <a class=""dl"" name=""VOETNOTEN_47006005"" contenteditable=""false"">2Kor 6:5</a>; zie ook <a class=""l"">Hand 20:31</a>;</div><div><b>met honger en dorst, vaak in het vasten</b> – vers 8; <a class=""l"">6:5</a>; <a class=""l"">Fil 4:11,12</a>; <a class=""l"">Hand 12:3,4</a>;</div>",0
474,47011027,"<div>In plaats van <b>in het vasten</b> zou ook <i>tijdens het vasten</i> vertaald kunnen worden. <i>Tijdens</i> is eveneens een correcte weergave van het voorzetsel <a class=""ghw"" name=""G_l_1653"" contenteditable=""false""><span class=""ncv-GH""><span class=""translit"">en</span><span class=""Greek"">εν</span></span></a>, <i>in</i>, als er over perioden gesproken wordt. In <a class=""l"">6:5</a> lijkt vasten vooral op een gebrek aan voedsel te wijzen, maar hier, door de toevoeging <b>honger en dorst</b> ervoor, is het ook mogelijk dat het naar de perioden van vasten wijst.</div>",1
475,47011027,"<span>Met<span class=""Apple-converted-space"">&nbsp;</span></span><b>in kou en naaktheid</b><span><span class=""Apple-converted-space"">&nbsp;</span>duidt Paulus waarschijnlijk op het gebrek dat hij wel eens leed tijdens zijn werkzaamheden voor de<span class=""Apple-converted-space"">&nbsp;</span></span><a class=""mw"">gemeenten</a><span>. In kou wijst dan mogelijk op een gebrek aan middelen om hout of andere brandstof te kopen, en naaktheid wijst mogelijk eerder op het gebrek aan warme bovenkleren dan op daadwerkelijk helemaal naakt zijn, al is dat niet ondenkbaar bij schipbreuk of rovers (</span><a class=""l"">Luk 10:30</a><span>).</span>",3
476,47011029,"<div>In dit vers vinden we voorbeelden van de druk op Paulus vanwege de zorg van alle uitgeroepen gemeentes (vers 28). Met het <b>zwak</b> zijn kan Paulus op lichamelijke zwakte of tekortkoming doelen, zoals ook zijn eigen zwakheid in vers 30 eerder opgevat moet worden. Een andere mogelijkheid is dat het zwak zijn hier verwijst naar zwak zijn in <a class=""mw"">geloof</a> (<a class=""l"">Rom 14:1</a>; <a class=""l"">15:1</a>), naar zij die nog wettisch dachten of zij die nog deelnamen aan de afgodendienst (zie voetnoot bij <a class=""dl"" name=""VOETNOTEN_47006014"" contenteditable=""false"">2Kor 6:14</a>). In die situaties was ook Paulus zwak en paste zijn gedrag aan hun aan (<a class=""l"">1Kor 9:21,22</a>). Deze laatste uitleg past ook meer bij het gebruik van <b>verstrikt</b> worden, <a class=""ghw"" name=""G_l_4818"" contenteditable=""false""><span class=""ncv-GH""><span class=""translit"">skandalizō</span><span class=""Greek"">σκανδαλιζω</span></span></a>. Als iemand verstrikt werd door zijn zwakke <a class=""mw"">geloof</a> en het gedrag van een ander (<a class=""l"">Rom 14:21</a>; <a class=""l"">1Kor 18:13</a>), dan gaat dit Paulus aan het hart, dan <b>brandt</b> hij.</div>",3
477,47011030,"<div>Dit in tegenstelling tot zijn tegenstanders, die zich juist boven hem verhieven en op hem neerkeken omdat hij zwak zou zijn, zie voetnoten bij <a class=""dl"" name=""VOETNOTEN_47011005"" contenteditable=""false"">2Kor 11:5</a>&nbsp;en <a class=""dl"" name=""VOETNOTEN_47011016"" contenteditable=""false"">2Kor 11:16</a>. Met ironie en onbezonnenheid (vers 1,16 en 21) roemt Paulus ook hier. Maar anders, niet over zijn kwaliteiten en kracht, maar over zijn ontberingen en zwakte (vers 23 tot 26; <a class=""l"">12:10</a>). Dat is immers wat hem kwalificeert als dienstknecht (vers 23; <a class=""l"">6:4</a>).</div>",4
478,47011031,<div><b>De God en Vader van de Heer Jezus</b> – We vergeten snel dat Hij bovenal Zíjn God is en Zíjn Vader.</div>,3
479,47011031,"<div><b>Die gezegend is</b> – Zie de voetnoot bij <a class=""dl"" name=""VOETNOTEN_47001003"" contenteditable=""false"">2Kor 1:3</a>.</div>",3
480,47011031,"<div><b>Die gezegend is voor de <a class=""mw"">eonen</a></b> – In de discussie over de duur van de <a class=""mw"">eonen</a> – of zij eindeloos zijn of tijdelijk – worden teksten zoals deze aangehaald met de redenering: het prijzen en verheerlijken van God kan niet tijdelijk zijn, dus <a class=""mw"">eonen</a> moeten wel eindeloos zijn. Er zijn hier meer varianten van, zoals <i>eeuwig leven</i>, <i>eeuwige God</i>, of dat God <i>eeuwig trouw</i> is. In alle gevallen wordt het woord gekoppeld aan iets dat volgens ons niet tijdelijk kan zijn, dus kan het woord niet tijdelijk zijn. Er valt veel over de afzonderlijke uitdrukkingen te zeggen, maar algemeen is de redenering verkeerd omdat door te zeggen dat iets geldt voor de duur van de <a class=""mw"">eonen</a>, de wereldtijdperken, wordt niet ontkent dat het daarbuiten niet geldt of bestaat. De nadruk ligt slechts op de waarheid tijdens de tijdperken. Zie voor meer teksten en artikelen hierover het onderwerp <div class=""zoek-oc"" name=""1611"" contenteditable=""false"">Eeuwig en eeuwigheid</div>.</div>",6
481,47011031,"<div><b>dat ik niet lieg</b> – <a class=""l"">Rom 9:1</a>; <a class=""l"">Gal 1:20</a>; <a class=""l"">1Tim 2:7</a>;</div>",5
482,47011032,"<div>Dan volgt Paulus met een voorbeeld van zijn zwakheid, door te verwijzen naar een gebeurtenis vlak na zijn bekering, die in <a class=""l"">Hand 9:22-25</a> te vinden is. Toen Paulus uit Arabië terugkeerde naar Damascus (<a class=""l"">Gal 1:17</a>), verkondigde hij in de stad vrijmoedig de naam van Jezus en verwarde de Joden die daar woonden, bewijzend dat Hij de Messias was. Zij beraadslaagden daarop hem te doden, en konden daarbij blijkbaar rekenen op de Nabateese vorst Aretas IV, die van 9 voor tot 40 na Christus over het gebied heerste en de schoonvader van Herodes Antipas was. Waar het volgens <a class=""l"">Hand 9:24</a> de Joden waren die de poorten bewaakten, is het hier de vorst, die de dus met de Joden hierin samenwerkte. Wat volgde was een beschamende ontsnapping, mogelijk door een overhangend raam in de stadsmuur, in een gevlochten mand.</div><div><br></div><div>Waar Paulus had kunnen roemen over de kracht waarmee hij bewees dat Jezus de Christus was, en de Joden verwarde, roemt hij hier in zijn zwakte en beschamende aftocht.</div>",4
483,47011033,"<div>Vergelijk <a class=""l"">Joz 2:15</a>;</div>",5
485,47012001,"<b>Indien er geroemd moet worden</b><span class=""Apple-converted-space"">&nbsp;</span>– Door het succes dat zijn tegenstanders hadden met het roemen in zichzelf en het in twijfel trekken van Paulus ziet Paulus zich genoodzaakt ook te roemen (11:30; 12:10), ook al noemt hij het meermaals onbezonnenheid (11:1,16,21), en noemt hij het hier <b>niet bevorderlijk</b>.",4
484,47012001,"<div>Paulus' betoog over het roemen in zijn eigen zwakheid wordt hier tijdelijk onderbroken door een vertelling van een ervaring die hij heeft gehad. Waarschijnlijk hadden zijn tegenstanders ook geroemd over speciale onthullingen en visioenen die zij gekregen hadden, zodat Paulus zich nu genoodzaakt voelt, ook <b>al is het inderdaad niet bevorderlijk</b>, te roemen in zijn onthulling. In vers 5 wordt de draad van het roemen in zwakheden weer opgepakt.</div>",7
486,47012001,"<div><b>visioenen en onthullingen</b> – <a class=""l"">Hand 26:19</a>; <a class=""l"">Gal 1:12</a>; <a class=""l"">2:2</a>; <a class=""l"">Efe 3:3</a>;</div>",5
487,47012002,"<div><b>Ik ken een mens in Christus</b> – Paulus manier van spreken is interessant. In plaats van direct te zeggen dat hij het visioen gehad heeft, spreekt hij afstandig over ""een mens"". De dingen die hij gehoord had waren onbeschrijfbaar en dingen die een mens niet geoorloofd is te zeggen (vers 4). Wellicht was het nog niet de tijd ze te onthullen, maar zijn het de geheimenissen die later in met name de Efezebrief kenbaar gemaakt wordt. Maar tot die tijd claimt hij zelfs niet de mens te zijn die deze onthullingen gezien heeft.</div>",3
488,47012002,"<div><b>veertien jaar geleden</b> – Paulus herinnert zich alles nog zo goed dat hij ook precies weet hoelang het geleden is, veertien jaar. Afhankelijk van wanneer de brief geschreven is kan dan teruggerekend worden. Sommige uitleggers en commentaren komen uit in de tijd dat Paulus in Syrië en Cilicië zat (<a class=""l"">Gal 1:21</a>), een tijd die in het boek handelingen verder niet omschreven staat. Anderen wijzen naar zijn eerste zendingsreis enkele jaren later, als hij buiten Lystra gestenigd werd en buiten voor dood werd achtergelaten (<a class=""l"">Hand 14:26</a>). Misschien dat hij op dat moment, toen zijn lichaam leek niet meer te leven, <b>in het lichaam</b> of <b>buiten het lichaam</b>, het visioen heeft ontvangen. Er is te weinig over bekend om hier met zekerheid een uitspraak over te doen.</div>",3
489,47012002,"<div><b>weggerukt tot de derde hemel</b> – Ook bij de <a class=""mw"">opname</a> van de <a class=""mw"">gemeente</a>, als we Hem tegemoet gaan in de lucht, wordt het woord wegrukken gebruik (<a class=""l"">1Thes 4:17</a>). Wat de derde hemel inhoudt kan op verschillende manieren uitgelegd worden. Sommigen denken aan een gelaagde hemel, zie het gebruikt van het meervoud voor hemel, en de omschrijving van een plaats boven of hoger dan de hemel (<a class=""l"">Heb 4:14</a>; <a class=""l"">7:26</a>; zie ook <a class=""l"">Efe 4:9</a>). Een andere mogelijkheid is dat de nummering chronologisch is, en slaat op opeenvolgende hemelen. De eerste hemel was vanouds &nbsp;en verging (<a class=""l"">2Pet 3:5,6</a>). Dan zijn er de huidige hemelen (<a class=""l"">2Pet 3:7</a>). Maar ook die gaan eens voorbij, en maken plaats voor een nieuwe hemel (<a class=""l"">Openb 21:1</a>).</div>",3
490,47012004,"<div><b>tot in het paradijs</b> – Het woord voor paradijs, <a class=""ghw"" name=""G_l_3863"" contenteditable=""false""><span class=""ncv-GH""><span class=""translit"">paradeisos</span><span class=""Greek"">παραδεισος</span></span></a>, heeft een Perzische oorsprong, en betekende in die taal 'hof' of 'omsloten tuin', een park. Het is het woord dat in de Griekse vertaling van het OT, de Septuagint, in de eerste hoofdstukken van Genesis gebruikt wordt voor de 'hof van Eden'. &nbsp;In het NT komen we het woord tegen in <a class=""l"">Luk 23:43</a>, als Jezus tegen een van zijn medegekruisigden zegt dat zij samen in het paradijs zouden zijn. Verder lezen we het nog in <a class=""l"">Openb 2:7</a>, over de hof waar in de toekomst de boom van het leven weer zal staan, zie ook <a class=""l"">Openb 22:2</a>.</div>",0
491,47012004,"<span>Als de derde hemel inderdaad chronologisch is, dan heeft hij niet alleen een kijkje mogen nemen in de nieuwe hemel (zie voetnoot bij <a class=""dl"" name=""VOETNOTEN_47012002"" contenteditable=""false"">2Kor 12:2</a>), waar Christus heerst over alles (<a class=""l"">Efe 1:10,21-23</a>), maar ook de plaats van de <a class=""mw"">gemeente</a>, na de <a class=""mw"">opname</a> (<a class=""l"">1Thes 4:14-17</a>), die te midden van de hemelingen is, waar zij Gods veelvuldige wijsheid en de overstijgende rijkdom van Zijn <a class=""mw"">genade</a> bekendmaken <span>(<a class=""l"">Efe 2:6-7</a>; <a class=""l"">3:8-10</a>)</span>. Hij heeft naast de nieuwe hemel ook een kijkje mogen nemen op de nieuwe aarde, waar de boom van het leven in het paradijs zal staan (<a class=""l"">Openb 2:7</a>; <a class=""l"">22:2</a>). Zie de onderwerpen <div class=""zoek-oc"" name=""5071"" contenteditable=""false"">Opname</div>&nbsp;en&nbsp;<div class=""zoek-oc"" name=""3512"" contenteditable=""false"">paradijs</div> voor meer discussie en teksten.</span>",6
492,47012004,"<div><b>onbeschrijfbare</b> – Dit woord kan eveneens goed weergegeven worden met <i>onuitsprekelijk</i>, maar het idee is hetzelfde. Omdat het over uitspraken gaat, zal onuitsprekelijke uitspraken een tegenspraak lijken, en eigenlijk is het dat ook in het Grieks.</div>",1
493,47012004,"<div><b>onbeschrijfbare uitspraken</b> – Wat deze uitspraken precies onbeschrijfbaar of onuitsprekelijk maakt zegt Paulus er niet bij. Aangezien degenen die de uitspraken deden ze gewoon konden doen, lijk het er eerder op dat ze onuitsprekelijk of onbeschrijfbaar zijn voor Paulus. Dit kan opgevat worden als dat het een boodschap inhoudt die woorden te boven gaat, maar dit gaat in tegen het feit dat Paulus ze in woorden, in uitspraken gehoord heeft. Daarom zouden we er eerder aan moeten denken dat ze onuitsprekelijk zijn omdat het er de tijd nog niet voor is, zoals ook in <a class=""l"">Openb 10:4</a> gebeurt. Mogelijk verwijst Paulus naar de geheimenissen die hij later in met name de Efezebrief onthult, die daarvoor verborgen waren gehouden door God. Daarin onthult hij meer over onze plaats in de hemelen in de toekomende <a class=""mw"">eonen</a>, al is de informatie ook daar beperkt.</div>",3
495,47012005,"<div><b>tenzij in mijn zwakheden</b> – vers 9,10; <a class=""l"">11:30</a>; zie ook <a class=""l"">1Kor 4:9-13</a>;</div>",5
494,47012005,"<div><b>Over de zodanige zal ik roemen</b> – Paulus deelt nu, in tegenstelling tot zijn eerder roemen in zijn zwakheid, een ervaring die daadwerkelijk indruk op de Korintiërs en zijn tegenstanders zal maken. Maar het gaat hem niet om roemen over zijn persoon, de roem voor deze onthulling komt niet hem maar Christus toe. Daarom roemt hij over deze ervaring alsof een ander die gehad heeft (zie voetnoot bij <a class=""dl"" name=""VOETNOTEN_47012002"" contenteditable=""false"">2Kor 12:2</a>). Dit idee wordt versterkt door wat hij toevoegt: <b>over mijzelf zal ik echter niet roemen, tenzij in mijn zwakheden</b>.</div>",3
496,47012006,"<div><b>Want ingeval ik zou willen roemen, zal ik niet onbezonnen zijn, want waarheid zal ik uitspreken</b> –&nbsp;Als Paulus zou willen roemen, zou hij dat kunnen. En hoewel hij het over zichzelf roemen om zich te vergelijken met zijn tegenstanders eerder onbezonnen noemde (vers 11; <a class=""l"">11:1,16,17,21</a>), ook omdat veel van hun claims leeg waren, zou zijn roemen in deze onthulling niet onbezonnen maar de waarheid zijn. Zoals hij echter in vers 1 al had aangegeven, is het niet bevorderlijk, en hij noemt hier twee redenen.</div><div><br></div><div>De eerste vinden we in dit vers, de andere in het volgende. Hier zegt hij: <b>zodat niemand mij rekent boven wat hij ziet van mij of wat hij hoort van mij</b>. Niemand zou zijn claims over deze onthulling over de derde hemel en het paradijs kunnen controleren. Hij wilde naar de Korintiërs open en betrouwbaar zijn en overkomen, en niet met dingen aankomen die zij niet van hem gezien of gehoord hadden. Gelijk is dit waarschijnlijk een afwijzing van wat zijn tegenstanders wel gedaan moeten hebben: komen met (waarschijnlijk verzonnen) visioenen die door de Korintiërs zelf onmogelijk gecontroleerd konden worden, maar waar zijn tegenstanders wel mee pochten.</div>",4
497,47012007,"<div>De tweede reden die Paulus niet noemt voor het roemen is <b>vanwege het bovenmatige van de onthullingen</b>. Wie zou, als hij zo'n hoge onthulling gehad zou hebben, daar niet trots op zijn, en zich niet wellicht bevoordeeld of zelfs verheven voelen boven andere gelovigen? Precies dit gevaar lag op de loer, en daarom had God hem <b>een doorn in het vlees gegeven</b>.</div>",4
782,47012007,"<div><b>een boodschapper van satan, opdat hij mij zou stompen</b> –&nbsp;Er worden in commentaren en uitleggen vaak verschillende dingen geopperd die deze doorn zouden kunnen zijn, maar in feite staat het er achter. Maar alsnog zou die boodschapper hem kunnen stompen met iets, en wat dat precies is wordt niet direct duidelijk, zodat er veel verschillende theorieën geopperd zijn.</div><div><br></div><div>Sommigen, erop wijzend dat er expliciet wordt gezegd dat de doorn in of voor zijn vlees gegeven werd, wijzen erop dat hem wellicht een lichamelijke aandoening was gegeven. Al worden er andere dingen geopperd, het meest voor de hand liggend zou wellicht een oogaandoening zijn.<span class=""Apple-converted-space"">&nbsp;</span><a class=""l"">Gal 4:13-15</a><span class=""Apple-converted-space"">&nbsp;</span>spreekt ook over een zwakheid van het vlees, een aanvechting, en Paulus zegt dat de Galaten, indien ze konden, voor hem hun ogen uitgerukt zouden hebben, wat inderdaad op een oogaandoening kan wijzen. Ook de grote letters die hij hen zelf schreef (<a class=""l"">Gal 6:11</a>) en misschien ook het niet herkennen van de hogepriester (<a class=""l"">Hand 23:5</a>) worden ter ondersteuning van deze aandoening genoemd. In<span class=""Apple-converted-space"">&nbsp;</span><a class=""l"">1Kor 2:3</a><span class=""Apple-converted-space"">&nbsp;</span>spreekt Paulus ook over zwakheid waarin hij naar de Korintiërs ging, wat misschien de aanleiding was voor zijn tegenstanders hem zwak te noemen en op hem neer te zien.</div><div><br></div><div>Een andere uitleg zoekt het niet in een lichamelijke aandoening, maar in tegenstanders die hem tegenwerkten en minachtten. Het woord voor doorn hier,<span class=""Apple-converted-space"">&nbsp;</span><a class=""ghw"" name=""G_l_4843"" contenteditable=""false""><span class=""ncv-GH""><span class=""Greek"">σκολοψ</span></span></a>, vinden we in de Griekse vertaling van het OT, de Septuagint, ook zo voor tegenstanders gebruikt in<span class=""Apple-converted-space"">&nbsp;</span><a class=""l"">Num 33:55</a><span class=""Apple-converted-space"">&nbsp;</span>en<span class=""Apple-converted-space"">&nbsp;</span><a class=""l"">Eze 28:24</a>. Er zijn verschillende prominente tegenstanders geweest die hem tegenwerkten. Met name Alexander, de koperslager, wordt door Paulus genoemd als iemand die hem veel kwaad heeft betoond (<a class=""l"">2Tim 4:13</a>). Dat is wel in een latere brief, en in de directe context zouden we misschien eerder moeten denken aan zijn tegenstanders in Korinte, waarvan er mogelijk één in het bijzonder hem bij een eerder bezoek had bedroefd, zie voetnoot bij<span class=""Apple-converted-space"">&nbsp;</span><a class=""dl"" name=""VOETNOTEN_47002005"" contenteditable=""false"">2Kor 2:5</a>.</div><div><br></div><div>Paulus maakt het niet expliciet wat het was, wellicht omdat de Korintiërs het al wisten, maar de precieze aard van de doorn in het vlees is ook niet het punt hier. Het gaat over zijn zwakheid, en waarom hij liever roemt in zwakheid.</div>",3
499,47012008,"<div>Opvallend hier is dat Paulus niet tot God bad, maar <b>de Heer</b> smeekte. Ook in <a class=""l"">1Kor 1:2</a> lezen we over zij die de naam van de Heer aanroepen. Toch is het niet zo dat wij ergens opgeroepen tot de Heer te bidden, maar vooral tot God (zoals in <a class=""l"">Fil 4:4-7</a>). Dit past ook beter bij de positie van Christus ten opzichte van God, Zijn Vader. Hoewel Hij het beeld is van God (<a class=""l"">Kol 1:15</a>), en in vorm aan God gelijk was voor hij naar de aarde kwam (<a class=""l"">Fil 2:6</a>), is hij niet Zelf het doel, maar heeft Zijn sterven, opstaan en verhoging juist de verheerlijking van de Vader op het oog, en dat alles terugkomt bij God en alle vijandschap <a class=""mw"">verzoend</a> is (<a class=""l"">Fil 2:11</a>; <a class=""l"">1Kor 15:25-28</a>; <a class=""l"">Kol 1:20</a>).</div>",6
